X,Y,OBJECTID,Sign_Type,Size_,Supplement,Sign_Post,Year_Insta,Category,Notes,MUTCD,Ownership,FACILITYID,Schools,Location_Adjusted,Replacement_Zone,Sign_Text,Set_ID,FieldVerifiedDate
-9826899.68219035,4878572.59218221,172,Stop,"30""", ,Punched Telespar,2010,Regulatory, ,R1-1,Champaign,172,,AERIAL,F,,128,
-9827238.16696986,4878790.98138551,173,Stop,"30""", ,Punched Telespar,2010,Regulatory, ,R1-1,Champaign,173,,AERIAL,E,,129,
-9827213.45601732,4878804.35462613,174,Stop,"30""", ,Punched Telespar,2010,Regulatory, ,R1-1,Champaign,174,,AERIAL,E,,130,
-9827114.56693039,4878602.54869594,175,Stop,"30""", ,Punched Telespar,2010,Regulatory, ,R1-1,Champaign,175,,AERIAL,E,,131,
-9827217.12594523,4878572.37508264,176,Stop,"30""", ,Punched Telespar,2010,Regulatory, ,R1-1,Champaign,176,,AERIAL,E,,132,
-9826898.06003286,4878375.25318811,177,Stop,"30""", ,Punched Telespar,2010,Regulatory, ,R1-1,Champaign,177,,AERIAL,F,,133,
-9826943.80712965,4878367.63156489,178,Stop,"30""", ,Punched Telespar,2010,Regulatory, ,R1-1,Champaign,178,,AERIAL,F,,134,
-9826957.69964762,4878394.62769358,179,Stop,"30""", ,Punched Telespar,2010,Regulatory, ,R1-1,Champaign,179,,AERIAL,E,,135,
-9827214.18783419,4878361.56287319,180,Stop,"30""", ,Punched Telespar,2010,Regulatory, ,R1-1,Champaign,180,,AERIAL,E,,136,
-9827229.39863865,4878387.64827503,181,Stop,"30""", ,Punched Telespar,2010,Regulatory, ,R1-1,Champaign,181,,AERIAL,E,,137,
-9827437.69048786,4878141.99753185,182,Stop,"30""", ,Punched Telespar,2010,Regulatory, ,R1-1,Champaign,182,,AERIAL,E,,138,
-9828163.77941228,4878154.42394423,183,Stop,"30""", ,Punched Telespar,2010,Regulatory, ,R1-1,Champaign,183,,AERIAL,E,,139,
-9828134.98221105,4878237.0125055,184,Stop,"30""", ,Punched Telespar,2010,Regulatory, ,R1-1,Champaign,184,,AERIAL,E,,140,
-9828170.73844838,4878223.45113925,185,Stop,"30""", ,Punched Telespar,2010,Regulatory, ,R1-1,Champaign,185,,AERIAL,E,,141,
-9828952.38992661,4878549.86895326,186,Stop,"30""", ,Punched Telespar,2010,Regulatory, ,R1-1,Champaign,186,,AERIAL,E,,142,
-9828958.40451262,4878848.32574037,187,Stop,"30""", ,Punched Telespar,2010,Regulatory, ,R1-1,Champaign,187,,AERIAL,E,,143,
-9828958.26372966,4878718.79519909,188,Stop,"30""", ,Punched Telespar,2010,Regulatory, ,R1-1,Champaign,188,,AERIAL,E,,144,
-9828225.43772284,4878555.59399486,189,Stop,"30""", ,Punched Telespar,2010,Regulatory, ,R1-1,Champaign,189,,AERIAL,E,,145,
-9828189.99550188,4878570.88280131,190,Stop,"30""", ,Punched Telespar,2010,Regulatory, ,R1-1,Champaign,190,,AERIAL,E,,146,
-9826908.88139407,4879754.52251483,191,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,191,,AERIAL,F,S Mattis Ave,123,
-9826910.24530653,4879644.52806051,192,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,192,,AERIAL,F,S Mattis Ave,124,
-9826907.03738111,4879537.38393691,193,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,193,,AERIAL,F,S Mattis Ave,125,
-9826902.79763559,4878969.67456689,194,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,194,,AERIAL,F,S Mattis Ave,126,
-9826905.79792283,4878709.77171555,195,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,195,,AERIAL,F,S Mattis Ave,127,
-9826899.68219035,4878572.59218221,196,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,196,,AERIAL,F,S Mattis Ave,128,
-9827233.81156679,4878701.59222151,197,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,197,,AERIAL,E,Clover Ln,147,
-9827238.16696986,4878790.98138551,198,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,198,,AERIAL,E,Clover Ln,129,
-9827114.46427536,4878602.43226516,199,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,199,,AERIAL,E,Branch Rd,131,
-9827238.54260957,4878895.16070342,200,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,200,,AERIAL,E,Clover Ln,148,
-9827217.12594523,4878572.37508264,201,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,201,,AERIAL,E,Branch Rd,132,
-9827231.74301527,4878490.37500177,202,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,202,,AERIAL,E,Clover Ln,149,
-9827213.79879893,4878490.22099233,203,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,203,,AERIAL,E,Clover Ct East,150,
-9826898.06003286,4878375.25318811,204,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,204,,AERIAL,F,S Mattis Ave,133,
-9826943.80712965,4878367.63156489,205,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar,2019,Streetname, ,D3-1,Champaign,205,,AERIAL,F,Sumac Dr,134,
-9826957.69964762,4878394.62769358,206,Streetname,"6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,206,,AERIAL,E,Osage Ct,135,
-9827039.9402819,4878389.94988665,207,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,207,,AERIAL,E,Sumac Dr,151,
-9827105.1340815,4878366.18477924,208,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar,2019,Streetname, ,D3-1,Champaign,208,,AERIAL,E,Sumac Dr,152,
-9827214.18783419,4878361.56287319,209,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,209,,AERIAL,E,Sumac Dr,136,
-9827194.46440664,4878203.30942838,210,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,210,,AERIAL,E,Clover Ln,153,
-9826959.74830079,4878200.13651472,211,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar,2014,Streetname, ,D3-1,Champaign,211,,AERIAL,E,Osage Dr,154,
-9827553.88496362,4878371.0833782,212,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,212,,AERIAL,E,Sumac Dr,155,
-9827656.07723828,4878367.08059037,213,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,213,,AERIAL,E,Sumac Dr,156,
-9827777.18173457,4878368.59590567,214,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,214,,AERIAL,E,Sumac Dr,157,
-9827437.69048786,4878141.99753185,215,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,215,,AERIAL,E,Windsor Rd,138,
-9828163.77941228,4878154.42394423,216,Streetname - Honorary,"6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,216,,AERIAL,E,Jean Driscoll Way,139,
-9828137.61211164,4878153.09002208,217,Streetname,"6"" X 30""/ 6"" X 30""", ,Old Metal Post, ,Streetname, ,D3-1,Champaign,217,,AERIAL,E,Windsor Rd,158,
-9828136.32731728,4878241.25088328,218,Streetname,"6"" X 30""/ 6"" X 30""", ,Old Metal Post, ,Streetname, ,D3-1,Champaign,218,,AERIAL,E,Scottsdale Dr,159,
-9828032.78768868,4878241.24781648,219,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar,2014,Streetname, ,D3-1,Champaign,219,,AERIAL,E,Firethorn Ln,160,
-9828017.75162403,4878414.15490814,220,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,220,,AERIAL,E,Firethorn Ln,161,
-9828194.29727239,4878415.07908767,221,Streetname,"6"" X 30""/ 6"" X 30""", ,Old Metal Post, ,Streetname, ,D3-1,Champaign,221,,AERIAL,E,Scottsdale Dr,162,
-9828223.96598985,4878483.43855767,222,Streetname,"6"" X 30""/ 6"" X 30""", ,Old Metal Post, ,Streetname, ,D3-1,Champaign,222,,AERIAL,E,Scottsdale Dr,163,
-9828346.51336888,4878485.83452986,223,Streetname,"6"" X 30""/ 6"" X 30""", ,Old Metal Post, ,Streetname, ,D3-1,Champaign,223,,AERIAL,E,Valley Brook Dr,164,
-9828346.51336888,4878485.83452986,224,Streetname,"6"" X 30""/ 6"" X 30""", ,Old Metal Post, ,Streetname, ,D3-1,Champaign,224,,AERIAL,E,Meadow Square Ln,164,
-9828952.38992661,4878549.86895326,225,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,225,,AERIAL,E,S Duncan Rd,142,
-9828343.35754653,4878553.79009119,226,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,226,,AERIAL,E,Branch Rd,165,
-9828958.40451262,4878848.32574037,227,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,227,,AERIAL,E,S Duncan Rd,143,
-9828958.26372966,4878718.79519909,228,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,228,,AERIAL,E,S Duncan Rd,144,
-9828885.74087522,4878850.66943749,229,Streetname,"6"" X 30""/ 6"" X 30""", ,Old Metal Post, ,Streetname, ,D3-1,Champaign,229,,AERIAL,E,Prairie Meadow Dr,166,
-9828671.21763362,4878974.6129986,230,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,230,,AERIAL,E,Sugarbush Ln,167,
-9828665.31156096,4878853.94967794,231,Streetname,"6"" X 30""/ 6"" X 30""", ,Old Metal Post, ,Streetname, ,D3-1,Champaign,231,,AERIAL,E,Prairie Meadow Dr,168,
-9828523.36950369,4878951.5089667,232,Streetname,"6"" X 30""/ 6"" X 30""", ,Old Metal Post, ,Streetname, ,D3-1,Champaign,232,,AERIAL,E,Robeson Park Dr,169,
-9828499.41357527,4878848.08552573,233,Streetname,"6"" X 30""/ 6"" X 30""", ,Old Metal Post, ,Streetname, ,D3-1,Champaign,233,,AERIAL,E,Doubletree Ln,170,
-9828455.15968517,4878781.05403486,234,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,234,,AERIAL,E,Prairie Meadow Dr,171,
-9828399.02905476,4878766.13883352,235,Streetname,"6"" X 30""/ 6"" X 30""", ,Old Metal Post, ,Streetname, ,D3-1,Champaign,235,,AERIAL,E,Misty Meadow Pl,172,
-9828221.46555321,4878575.42557832,236,Streetname,"6"" X 30""/ 6"" X 30""", ,Old Metal Post, ,Streetname, ,D3-1,Champaign,236,,AERIAL,E,Scottsdale Dr,173,
-9828158.6496692,4878727.22220945,237,Streetname,"6"" X 30""/ 6"" X 30""", ,Old Metal Post, ,Streetname, ,D3-1,Champaign,237,,AERIAL,E,Peppertree Pl,174,
-9828049.21588689,4878871.62339879,238,Streetname,"6"" X 30""/ 6"" X 30""", ,Old Metal Post, ,Streetname, ,D3-1,Champaign,238,,AERIAL,E,Scottsdale Dr,175,
-9828037.48602137,4878932.07064875,239,Streetname,"6"" X 30""/ 6"" X 30""", ,Old Metal Post, ,Streetname, ,D3-1,Champaign,239,,AERIAL,E,Scottsdale Dr,176,
-9828215.84645508,4878961.94174469,240,Streetname,"6"" X 30""/ 6"" X 30""", ,Old Metal Post, ,Streetname, ,D3-1,Champaign,240,,AERIAL,E,Robeson Park Dr,177,
-9827974.91469918,4879025.90398484,241,Streetname,"6"" X 30""/ 6"" X 30""", ,Old Metal Post, ,Streetname, ,D3-1,Champaign,241,,AERIAL,E,Scottsdale Dr,178,
-9828369.11309908,4879254.50825079,242,No Outlet,"18"" X 18""", ,Unpunched Telespar,2010,Warning, ,W14-2,Champaign,242,,AERIAL,E,,179,
-9828002.31838213,4879236.81329562,243,No Parking,"12"" X 18""", ,Punched Telespar, ,Parking, ,R7-1,Champaign,243,,AERIAL,E,,180,
-9827984.16400448,4879522.52351906,244,Stop,"30""", ,Unpunched Telespar,2010,Regulatory, ,R1-1,Champaign,244,,AERIAL,E,,181,
-9827449.08106098,4884498.50362504,245,No Parking,"12"" X 18""", ,Punched Telespar, ,Parking, ,R7-1,Champaign,245,,AERIAL,H,,182,
-9827978.26364343,4879228.74448444,246,Stop,"30""",4-Way,Unpunched Telespar,2010,Regulatory, ,R1-1,Champaign,246,,AERIAL,E,,183,
-9827991.9828228,4879256.38865444,247,Stop,"30""",4-Way,Unpunched Telespar,2010,Regulatory, ,R1-1,Champaign,247,,AERIAL,E,,184,
-9828004.74161306,4879500.66168834,248,Stop,"30""", ,Unpunched Telespar,2010,Regulatory, ,R1-1,Champaign,248,,AERIAL,E,,185,
-9828095.13087056,4879258.854692,249,Stop,"30""", ,Unpunched Telespar,2010,Regulatory, ,R1-1,Champaign,249,,AERIAL,E,,186,
-9827972.73839677,4879249.24182826,250,Stop,"30""",4-Way,Unpunched Telespar,2010,Regulatory, ,R1-1,Champaign,250,,AERIAL,E,,187,
-9828002.31838213,4879236.81329562,251,Stop,"30""",4-Way,Unpunched Telespar,2010,Regulatory, ,R1-1,Champaign,251,,AERIAL,E,,180,
-9828685.07436616,4878164.33192313,252,Stop,"30""", ,Punched Telespar,2010,Regulatory, ,R1-1,Champaign,252,,AERIAL,E,,188,
-9828954.70549062,4878261.52676568,253,Stop,"30""", ,Punched Telespar,2010,Regulatory, ,R1-1,Champaign,253,,AERIAL,E,,189,
-9828026.15508619,4879600.76234704,254,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,254,,AERIAL,E,Scottsdale Dr,190,
-9827984.16400448,4879522.52351906,255,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname,missing,D3-1,Champaign,255,,AERIAL,E,Scottsdale Dr,181,
-9827991.9828228,4879256.38865444,256,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,256,,AERIAL,E,Scottsdale Dr,184,
-9828096.36969432,4879467.99139831,257,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,257,,AERIAL,E,Rugby Rd,191,
-9828205.81523816,4879381.79934894,258,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,258,,AERIAL,E,Brett Dr,192,
-9828347.4346751,4879256.6501044,259,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,259,,AERIAL,E,Southmoor Dr,193,
-9828685.07436616,4878164.33192313,260,Streetname,"6"" X 30""/ 6"" X 30""", ,Unpunched Telespar, ,Streetname, ,D3-1,Champaign,260,,AERIAL,E,W Windsor Rd,188,
-9828954.70549062,4878261.52676568,261,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,261,,AERIAL,E,S Duncan Rd,189,
-9826087.20270571,4887613.95251039,262,Stop,"30""", ,Punched Telespar, ,Regulatory, ,R1-1,Champaign,262,,AERIAL,L,,194,
-9827885.38384989,4876289.68883248,263,School Zone,"30""",Ahead,Punched Telespar, ,School, ,S1-1,Champaign,263,Barkstall,AERIAL,E,,195,
-9825096.07104263,4878204.50499053,264,No Outlet,"24"" X 24""", ,Punched Telespar, ,Warning, ,W14-2,Champaign,264,,AERIAL,F,,196,
-9824925.4264599,4879384.525534,265,No Outlet,"24"" X 24""", ,Punched Telespar, ,Warning, ,W14-2,Champaign,265,,AERIAL,F,,197,
-9824914.22887527,4879384.2541327,266,No Parking to Corner,"12"" X 18""", ,Punched Telespar, ,Parking, ,HR7-11,Champaign,266,,AERIAL,F,,198,
-9824925.4264599,4879384.525534,267,No Parking to Corner,"12"" X 18""", ,Punched Telespar, ,Parking, ,HR7-11,Champaign,267,,AERIAL,F,,197,
-9824880.6552047,4878528.34410884,268,Stop,"30""", ,Unpunched Telespar, ,Regulatory, ,R1-1,Champaign,268,,AERIAL,F,,199,
-9824867.49611883,4878502.25069312,269,Stop,"30""", ,Punched Telespar, ,Regulatory, ,R1-1,Champaign,269,,AERIAL,F,,200,
-9825236.41598964,4878625.63908917,270,Stop,"30""", ,Punched Telespar, ,Regulatory, ,R1-1,Champaign,270,,AERIAL,F,,201,
-9825138.73284735,4878618.13443335,271,Stop,"30""", ,Punched Telespar, ,Regulatory, ,R1-1,Champaign,271,,AERIAL,F,,202,
-9825029.00138191,4878509.34175568,272,Stop,"30""", ,Punched Telespar, ,Regulatory, ,R1-1,Champaign,272,,AERIAL,F,,203,
-9825033.25806753,4878540.36674412,273,Stop,"30""", ,Punched Telespar, ,Regulatory, ,R1-1,Champaign,273,,AERIAL,F,,204,
-9825226.78270137,4879023.96960635,274,Stop,"30""", ,Punched Telespar, ,Regulatory, ,R1-1,Champaign,274,,AERIAL,F,,205,
-9825009.17861062,4879022.98922655,275,Stop,"30""", ,Punched Telespar, ,Regulatory, ,R1-1,Champaign,275,,AERIAL,F,,206,
-9825027.85312976,4879054.41151399,276,Stop,"30""", ,Punched Telespar, ,Regulatory, ,R1-1,Champaign,276,,AERIAL,F,,207,
-9824913.6931544,4879406.4220818,277,Stop,"30""", ,Punched Telespar, ,Regulatory, ,R1-1,Champaign,277,,AERIAL,F,,208,
-9825321.58335711,4879442.23190573,278,Stop,"30""", ,Punched Telespar, ,Regulatory, ,R1-1,Champaign,278,,AERIAL,F,,209,
-9825186.05366816,4879441.44868124,279,Stop,"30""", ,Punched Telespar, ,Regulatory, ,R1-1,Champaign,279,,AERIAL,F,,210,
-9825306.41896684,4879406.54424005,280,Stop,"30""", ,Punched Telespar,,Regulatory, ,R1-1,Champaign,280,,AERIAL,F,,211,
-9825171.49740802,4879409.81692544,281,Stop,"30""", ,Punched Telespar, ,Regulatory, ,R1-1,Champaign,281,,AERIAL,F,,212,
-9825433.51394166,4879408.74987666,282,Stop,"30""", ,Punched Telespar, ,Regulatory, ,R1-1,Champaign,282,,AERIAL,F,,213,
-9825368.90131113,4879018.8160853,283,Stop,"30""",4-Way,Punched Telespar, ,Regulatory, ,R1-1,Champaign,283,,AERIAL,F,,214,
-9825365.92288184,4878647.41993828,284,Stop,"30""",4-Way,Punched Telespar, ,Regulatory, ,R1-1,Champaign,284,,AERIAL,F,,215,
-9825393.38419065,4879040.64261747,285,Stop,"30""",4-Way,Punched Telespar, ,Regulatory, ,R1-1,Champaign,285,,AERIAL,F,,216,
-9825058.52607857,4879440.07942334,286,Stop,"30""",4-Way,Punched Telespar, ,Regulatory, ,R1-1,Champaign,286,,AERIAL,F,,217,
-9825375.3323451,4880099.00311115,287,Stop,"30""",Cross Traffic Does Not Stop,Punched Telespar, ,Regulatory, ,R1-1,Champaign,287,,AERIAL,F,,218,
-9825362.45879366,4880072.90151152,288,Stop,"30""",Cross Traffic Does Not Stop,Punched Telespar, ,Regulatory, ,R1-1,Champaign,288,,AERIAL,F,,219,
-9825518.10531536,4879625.60543401,289,Stop,"30""", ,Punched Telespar, ,Regulatory, ,R1-1,Champaign,289,,AERIAL,F,,220,
-9825489.1050939,4879760.42680565,290,Stop,"30""", ,Punched Telespar, ,Regulatory, ,R1-1,Champaign,290,,AERIAL,F,,221,
-9825513.84388063,4879747.17930327,291,Stop,"30""", ,Punched Telespar, ,Regulatory, ,R1-1,Champaign,291,,AERIAL,F,,222,
-9825781.72980016,4878993.34513442,292,Stop,"30""", ,Unpunched Telespar, ,Regulatory, ,R1-1,Champaign,292,,AERIAL,F,,223,
-9825781.72980016,4878993.34513442,293,Stop,"30""",4-Way,Unpunched Telespar, ,Regulatory, ,R1-1,Champaign,293,,AERIAL,F,,223,
-9825748.19160594,4879234.04200573,294,Stop,"30""", ,Unpunched Telespar, ,Regulatory, ,R1-1,Champaign,294,,AERIAL,F,,224,
-9825782.80971884,4879641.17144406,295,Stop,"30""", ,Unpunched Telespar, ,Regulatory, ,R1-1,Champaign,295,,AERIAL,F,,225,
-9826129.1407881,4880065.03778462,296,Stop,"30""", ,Unpunched Telespar, ,Regulatory, ,R1-1,Champaign,296,,AERIAL,F,,226,
-9826085.53160106,4880055.57030169,297,Stop,"30""", ,Unpunched Telespar, ,Regulatory, ,R1-1,Champaign,297,,AERIAL,F,,227,
-9826184.40620565,4879967.55664985,298,Stop,"30""", ,Unpunched Telespar, ,Regulatory, ,R1-1,Champaign,298,,AERIAL,F,,228,
-9826304.86177947,4879588.41303703,299,Stop,"30""", ,Unpunched Telespar, ,Regulatory, ,R1-1,Champaign,299,,AERIAL,F,,229,
-9826433.45175064,4879584.94626241,300,Stop,"30""", ,Unpunched Telespar, ,Regulatory, ,R1-1,Champaign,300,,AERIAL,F,,230,
-9826419.48674361,4879554.22281944,301,Stop,"30""", ,Unpunched Telespar, ,Regulatory, ,R1-1,Champaign,301,,AERIAL,F,,231,
-9826059.42221322,4879230.83773257,302,Stop,"30""", ,Unpunched Telespar, ,Regulatory, ,R1-1,Champaign,302,,AERIAL,F,,232,
-9826086.72455194,4879354.5011061,303,Stop,"30""", ,Unpunched Telespar, ,Regulatory, ,R1-1,Champaign,303,,AERIAL,F,,233,
-9826141.48336704,4879445.79912843,304,Stop,"30""", ,Unpunched Telespar, ,Regulatory, ,R1-1,Champaign,304,,AERIAL,F,,234,
-9826119.566282,4879465.00853567,305,Stop,"30""", ,Unpunched Telespar, ,Regulatory, ,R1-1,Champaign,305,,AERIAL,F,,235,
-9826107.40001507,4879334.58549479,306,Stop,"30""", ,Unpunched Telespar, ,Regulatory, ,R1-1,Champaign,306,,AERIAL,F,,236,
-9826086.38685529,4879217.51798241,307,Stop,"30""", ,Unpunched Telespar, ,Regulatory, ,R1-1,Champaign,307,,AERIAL,F,,237,
-9826759.95121235,4878700.45939499,308,Stop,"30""", ,Unpunched Telespar, ,Regulatory, ,R1-1,Champaign,308,,AERIAL,F,,238,
-9825886.59308954,4878491.97923315,309,Stop,"30""", ,Unpunched Telespar, ,Regulatory, ,R1-1,Champaign,309,,AERIAL,F,,239,
-9825904.44235777,4878528.54640117,310,Stop,"30""", ,Unpunched Telespar, ,Regulatory, ,R1-1,Champaign,310,,AERIAL,F,,240,
-9825901.55330171,4878995.50954491,311,Stop,"30""", ,Unpunched Telespar, ,Regulatory, ,R1-1,Champaign,311,,AERIAL,F,,241,
-9825885.48750205,4878964.74405216,312,Stop,"30""", ,Unpunched Telespar, ,Regulatory, ,R1-1,Champaign,312,,AERIAL,F,,242,
-9825596.42965291,4878586.07231461,313,Stop,"30""", ,Unpunched Telespar, ,Regulatory, ,R1-1,Champaign,313,,AERIAL,F,,243,
-9825704.18836349,4878542.82685986,314,Stop,"30""", ,Unpunched Telespar, ,Regulatory, ,R1-1,Champaign,314,,AERIAL,F,,244,
-9825096.07104263,4878204.50499053,315,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,315,,AERIAL,F,Lynwood Dr,196,
-9825347.97567498,4878184.86078057,316,Streetname - Private,"6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Private,316,,AERIAL,F,2311 Galen Dr,245,
-9825325.45701743,4878204.63908501,317,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,317,,AERIAL,F,Galen Dr,246,
-9825213.63769341,4878206.29649641,318,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,318,,AERIAL,F,Ross Dr,247,
-9825041.92305569,4878343.30080133,319,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,319,,AERIAL,F,Lynwood Dr,248,
-9824881.13717645,4878332.03244519,320,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,320,,AERIAL,F,Seaton Ct,249,
-9824867.49611883,4878502.25069312,321,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,321,,AERIAL,F,Harrington Dr,200,
-9825039.73146301,4878422.69704326,322,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,322,,AERIAL,F,Lynwood Dr,250,
-9825229.58905383,4878458.33426949,323,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,323,,AERIAL,F,Noel Dr,251,
-9825138.73284735,4878618.13443335,324,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,324,,AERIAL,F,Harrington Dr,202,
-9825033.25806753,4878540.36674412,325,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,325,,AERIAL,F,Harrington Dr,204,
-9825018.80474609,4878913.67881349,326,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar,2020,Streetname, ,D3-1,Champaign,326,,AERIAL,F,Lynwood Dr,252,
-9825226.78270137,4879023.96960635,327,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,327,,AERIAL,F,Devonshire Dr,205,
-9825027.85312976,4879054.41151399,328,Streetname,"6"" X 30""/ 6"" X 30""", ,Unpunched Telespar, ,Streetname, ,D3-1,Champaign,328,,AERIAL,F,Devonshire Dr,207,
-9824913.6931544,4879406.4220818,329,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,329,,AERIAL,F,Broadmoor Dr,208,
-9825321.58335711,4879442.23190573,330,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,330,,AERIAL,F,Broadmoor Dr,209,
-9825308.76528111,4879706.55406786,331,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,331,,AERIAL,F,Bellamy Ct,253,
-9825184.93339998,4879707.23611306,332,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,332,,AERIAL,F,Bellamy Ct,254,
-9825186.05366816,4879441.44868124,333,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,333,,AERIAL,F,Broadmoor Dr,210,
-9825181.70287091,4879153.96131418,334,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,334,,AERIAL,F,McDonald Ct,255,
-9825441.26810381,4879435.65291631,335,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,335,,AERIAL,F,Galen Dr,256,
